Cafe Name,Time of Day,Estimated Speaker Age,Speaker Gender,Listener 1 Age,Listener1 Gender,Listener 2 Age,Listener 2 Gender,"Content Words (one word, not phrases)",Theme/Topic,"Formality (Informal, Neutral, Formal)",opt: clothing,opt: orders,opt: occupation,opt: native speaker?,Other notable details
Starbucks,3:20 PM,10,Male,45,Female,7,Female,no,Family outing,Casual,,,Yes,,
Starbucks,3:20 PM,10,Male,45,Female,7,Female,soccer,Family outing,Casual,,,Yes,,
Starbucks,3:20 PM,10,Male,45,Female,7,Female,friends,Family outing,Casual,,,Yes,,
Starbucks,3:30 PM,10,Male,45,Female,7,Female,adam,Family outing,Casual,,,Yes,,
Starbucks,3:30 PM,10,Male,45,Female,7,Female,park,Family outing,Casual,,,Yes,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,home,Family outing,Casual,,,Yes,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,eat,Family outing,Casual,,,Yes,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,breakfast,Family outing,Casual,,,Yes,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,lunch,Family outing,Casual,,,Yes,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,pasta,Family outing,Casual,,,Yes,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,shrimp,Family outing,Casual,,,Yes,,
Fraîche,10:15,35,Female,30,Female,,,Au Pair,family,Neutral,,,,,
Fraîche,10:15,35,Female,30,Female,,,school,family,Neutral,,,,,
Coho,5:00 PM,40,M,50,M,,,comadre,family,informal,work uniform,blue collar worker,no,Hispanic,
